Startup_name,Category,Funding_total_usd,Status,State_code,City,Funding_rounds,Founded_at,Founded_month,Founded_quarter,Has_VC,Has_angel,Has_roundA,Has_roundB,Has_roundC,Has_roundD,Age_first_funding_year,Age_last_funding_year
Amplience,e-commerce," 96,85,264 ",1,NY,New York,3,2008/1/1,1,2008-Q1,1,0,0,1,0,0,3,6
Amulyte,health&medical," 2,55,000 ",1,CA,Mountain View,2,2012/1/1,1,2012-Q1,1,0,0,0,0,0,1,1
Anacor Pharmaceutical,health&medical," 19,15,00,000 ",1,CA,Palo Alto,7,2000/1/1,1,2000-Q1,1,0,0,0,1,0,5,13
Anagran,web," 2,26,00,000 ",0,CA,Sunnyvale,2,2004/1/1,1,2004-Q1,1,0,0,1,0,1,1,4
Analogix Semiconductor,semiconductors," 3,94,00,000 ",1,CA,Santa Clara,3,2002/3/1,3,2002-Q1,1,0,0,1,0,0,3,7
Anaplan,hardware&software," 14,44,00,000 ",1,CA,San Francisco,3,2006/1/1,1,2006-Q1,1,0,0,1,1,1,6,8
AnaptysBio,biotechnology," 4,50,46,511 ",1,CA,San Diego,4,2005/1/1,1,2005-Q1,1,0,1,1,0,0,1,8
Anchiva Systems,web," 70,00,000 ",1,CA,San Jose,1,2004/10/1,10,2004-Q4,1,0,0,0,0,0,2,2
Anchor Intelligence,advertising," 60,00,000 ",0,CA,Mountain View,2,2007/1/1,1,2007-Q1,1,0,1,1,0,0,0,0
Anchor Therapeutics,biotechnology," 1,00,00,000 ",1,MA,Cambridge,1,2006/1/1,1,2006-Q1,1,0,0,1,0,0,4,4
AnchorFree,mobile," 6,28,00,000 ",1,CA,Mountain View,3,2005/11/28,11,2005-Q4,1,0,1,1,1,0,1,7
ANDA Networks,mobile," 1,05,00,000 ",1,CA,Sunnyvale,1,1998/1/1,1,1998-Q1,1,0,0,0,0,0,8,8
Andela,hardware&software," 30,00,000 ",1,NY,New York,1,2014/1/1,1,2014-Q1,0,0,0,0,0,0,0,0
angelcam,analytics," 3,29,600 ",1,CA,Mountain View,4,2011/3/16,3,2011-Q1,0,0,0,0,0,0,0,3
angelMD,finance," 15,00,000 ",1,CA,San Francisco,2,2013/3/1,3,2013-Q1,0,0,0,0,0,0,0,0
Angiocrine Bioscience,biotechnology," 39,99,999 ",1,NY,New York,1,2012/1/1,1,2012-Q1,1,0,0,0,0,0,1,1
Angiologix,health&medical," 18,00,000 ",1,CA,Mountain View,1,2007/1/1,1,2007-Q1,1,0,0,0,0,0,3,3
Angstro,hardware&software," 2,25,000 ",1,CA,Palo Alto,1,2007/4/27,4,2007-Q2,0,0,0,0,0,0,0,0
Animal Cell Therapies,health&medical," 38,01,500 ",1,CA,San Diego,3,2008/1/1,1,2008-Q1,1,0,0,0,0,0,1,6
Animoto,social_media," 3,00,00,000 ",1,NY,New York,3,2006/8/1,8,2006-Q3,1,0,1,1,1,0,1,5
Ankeena Networks,hardware&software," 3,18,28,793 ",1,CA,Santa Clara,3,2008/1/1,1,2008-Q1,1,0,1,1,0,0,0,2
Annexon,biotechnology," 9,99,999 ",1,CA,Palo Alto,1,2011/1/1,1,2011-Q1,0,0,0,0,0,0,0,0
Answer.To,e-commerce,"35,000",1,CA,Sunnyvale,1,2013/4/1,4,2013-Q2,0,0,0,0,0,0,0,0
Anthology Solutions,hardware&software," 1,00,00,000 ",1,CA,Santa Clara,1,1999/1/1,1,1999-Q1,1,0,0,1,0,0,7,7
Anvato,hardware&software," 25,50,000 ",1,CA,Mountain View,2,2007/1/1,1,2007-Q1,1,0,1,0,0,0,1,1
Apiary,hardware&software," 17,50,000 ",1,CA,San Francisco,2,2011/4/27,4,2011-Q2,0,1,0,0,0,0,0,2
Apieron,biotechnology," 4,35,00,000 ",0,CA,Menlo Park,4,2001/1/1,1,2001-Q1,1,0,1,1,1,1,2,8
Apixio,analytics," 3,72,31,447 ",1,CA,San Mateo,6,2009/1/1,1,2009-Q1,1,0,1,0,1,0,0,5
Apofore,biotechnology," 5,00,000 ",1,MA,Cambridge,1,2011/1/1,1,2011-Q1,1,0,0,0,0,0,0,0
Apollo Endosurgery,health&medical," 14,56,00,000 ",1,TX,Austin,5,2006/1/1,1,2006-Q1,1,0,0,0,0,0,3,7
Apos Therapy,health&medical," 3,10,00,000 ",1,NY,New York,3,2004/1/1,1,2004-Q1,1,0,1,1,0,0,7,10
App Annie,analytics," 3,90,00,000 ",1,CA,San Francisco,4,2010/1/1,1,2010-Q1,1,0,1,1,1,1,1,4
App.io,advertising," 22,55,000 ",1,CA,San Francisco,4,2012/4/22,4,2012-Q2,0,0,0,0,0,0,0,1
Appboy,analytics," 2,26,00,000 ",1,NY,New York,2,2011/1/1,1,2011-Q1,1,0,1,1,0,0,2,3
Appcelerator,hardware&software," 9,08,81,020 ",1,CA,Mountain View,12,2006/9/1,9,2006-Q3,1,0,1,1,1,1,2,8
"AppCentral, Inc.",hardware&software," 40,00,000 ",1,CA,San Francisco,1,2007/1/1,1,2007-Q1,1,0,1,0,0,0,3,3
AppDynamics,hardware&software," 20,65,00,000 ",1,CA,San Francisco,6,2008/1/1,1,2008-Q1,1,0,1,1,1,1,0,6
AppEnsure,hardware&software," 29,16,745 ",1,CA,Santa Clara,2,2012/1/30,1,2012-Q1,1,0,0,0,0,0,0,2
Appetizer Mobile,mobile,"65,000",1,NY,New York,1,2009/1/1,1,2009-Q1,1,0,0,0,0,0,0,0
AppGyver,hardware&software," 35,00,000 ",1,CA,San Francisco,2,2011/3/1,3,2011-Q1,0,1,0,0,0,0,1,3
Appiness Inc,mobile," 2,00,000 ",1,CA,San Diego,1,2014/9/1,9,2014-Q3,0,0,0,0,0,0,0,0
Appington,mobile," 12,00,000 ",1,CA,San Mateo,1,2011/10/1,10,2011-Q4,0,0,0,0,0,0,2,2
Appinions,social_media," 56,00,000 ",1,NY,New York,3,2008/1/1,1,2008-Q1,1,0,1,0,0,0,3,5
Appiphany,mobile," 2,00,000 ",1,CA,San Francisco,1,2012/7/1,7,2012-Q3,0,1,0,0,0,0,0,0
Appirio,hardware&software," 7,67,00,000 ",1,CA,San Francisco,4,2006/9/9,9,2006-Q3,1,0,1,1,1,1,2,6
Appiterate,mobile," 5,00,000 ",1,CA,Santa Clara,1,2013/1/1,1,2013-Q1,0,0,0,0,0,0,1,1
AppJet,web," 7,15,000 ",1,CA,San Francisco,3,2007/6/1,6,2007-Q2,0,1,0,0,0,0,0,2
Applauze,mobile," 1,04,50,000 ",1,CA,Mountain View,3,2010/11/1,11,2010-Q4,1,0,1,0,0,0,1,3
Application Security,hardware&software," 1,00,00,000 ",1,NY,New York,1,2001/1/1,1,2001-Q1,1,0,0,0,1,0,5,5
Applied Identity,advertising," 3,30,00,000 ",1,CA,San Francisco,3,2002/1/1,1,2002-Q1,1,0,1,1,1,0,3,6
Applied Proteomics,biotechnology," 7,29,99,993 ",1,CA,San Diego,3,2006/1/1,1,2006-Q1,1,0,0,0,1,0,6,7
Applied StemCell,biotechnology," 45,20,763 ",1,CA,Menlo Park,2,2008/1/1,1,2008-Q1,1,0,0,1,0,0,2,5
ApplyInc.com,finance," 1,25,000 ",1,NY,New York,1,2013/2/16,2,2013-Q1,0,0,0,0,0,0,0,0
AppMesh,hardware&software," 30,00,000 ",1,CA,San Francisco,2,2012/4/1,4,2012-Q2,1,0,1,0,0,0,0,1
Appnomic Systems,hardware&software," 1,17,00,000 ",1,CA,Santa Clara,3,2006/1/1,1,2006-Q1,1,0,1,1,1,0,3,6
Apportable,mobile," 87,00,000 ",1,CA,San Francisco,3,2011/1/1,1,2011-Q1,0,0,0,0,0,0,0,3
AppRedeem,mobile," 7,00,000 ",1,CA,San Francisco,1,2010/9/1,9,2010-Q3,0,0,0,0,0,0,1,1
Apprema,e-commerce," 8,00,000 ",0,CA,Sunnyvale,1,2007/8/23,8,2007-Q3,0,0,0,0,0,0,0,0
Apprion,mobile," 2,75,00,000 ",1,CA,Mountain View,3,2004/1/1,1,2004-Q1,1,0,1,1,1,0,2,6
AppsFlyer,mobile," 71,00,000 ",1,NY,New York,3,2011/4/1,4,2011-Q2,1,0,1,0,0,0,1,3
appsplit,mobile,"30,000",1,CA,San Diego,1,2011/1/12,1,2011-Q1,0,0,0,0,0,0,0,0
appssavvy,advertising," 1,33,04,915 ",1,NY,New York,4,2008/1/1,1,2008-Q1,1,0,1,0,0,0,0,4
Appstores.com,mobile," 11,55,000 ",1,CA,San Francisco,2,2010/5/24,5,2010-Q2,0,1,0,0,0,0,0,1
Apptentive,finance," 65,15,000 ",1,WA,Seattle,4,2011/3/10,3,2011-Q1,1,0,1,0,0,0,1,3
Apptera,advertising," 3,02,40,000 ",1,CA,Palo Alto,3,2001/1/1,1,2001-Q1,1,0,0,0,0,1,6,9
Appthority,security," 62,50,000 ",1,CA,San Francisco,1,2011/6/1,6,2011-Q2,1,0,1,0,0,0,1,1
Apptimize,hardware&software," 21,00,000 ",1,CA,Mountain View,3,2013/1/1,1,2013-Q1,0,0,0,0,0,0,0,1
Apptive,e-commerce," 13,50,000 ",1,TX,Austin,3,2012/10/1,10,2012-Q4,1,0,0,0,0,0,1,2
Appvance,hardware&software," 25,00,000 ",1,CA,San Jose,1,2012/1/1,1,2012-Q1,1,0,1,0,0,0,2,2
Appy Couple,web," 27,25,000 ",1,NY,New York,3,2011/1/1,1,2011-Q1,0,0,0,0,0,0,1,2
Aptana,hardware&software," 1,32,92,327 ",1,CA,San Mateo,2,2007/1/1,1,2007-Q1,1,0,0,1,0,0,2,2
Aptible,health&medical," 1,20,000 ",1,CA,San Francisco,2,2013/4/1,4,2013-Q2,0,0,0,0,0,0,1,1
Apttus,hardware&software," 3,70,00,000 ",1,CA,San Mateo,1,2006/1/1,1,2006-Q1,1,0,1,0,0,0,7,7
Apture,web," 46,00,000 ",1,CA,San Francisco,2,2007/6/1,6,2007-Q2,1,1,1,0,0,0,0,2
Aptus Endosystems,health&medical," 4,00,00,000 ",1,CA,Sunnyvale,2,2002/1/1,1,2002-Q1,1,0,1,1,0,0,8,10
Aqua Skin Science,health&medical," 7,85,000 ",1,NY,New York,1,2009/1/1,1,2009-Q1,1,0,0,0,0,0,1,1
Aquest Systems,semiconductors," 2,00,00,000 ",0,CA,Sunnyvale,1,2004/1/1,1,2004-Q1,1,0,0,1,0,0,3,3
Arachno,hardware&software," 6,16,666 ",1,NY,New York,1,2009/1/1,1,2009-Q1,1,0,0,0,0,0,3,3
Aragon Pharmaceuticals,biotechnology," 12,20,00,000 ",1,CA,San Diego,4,2009/1/1,1,2009-Q1,1,0,1,1,1,1,0,3
Aragon Surgical,health&medical," 2,50,00,000 ",1,CA,Palo Alto,1,2005/1/1,1,2005-Q1,1,0,0,1,0,0,3,3
Aravo Solutions,hardware&software," 3,98,68,500 ",1,CA,San Francisco,4,2000/2/1,2,2000-Q1,1,0,0,0,1,1,7,12
arcbazar.com,web," 1,35,000 ",1,MA,Cambridge,2,2010/1/1,1,2010-Q1,0,0,0,0,0,0,2,3
Arch Rock Corporation,hardware&software," 1,50,00,000 ",1,CA,San Francisco,2,2005/1/1,1,2005-Q1,1,0,1,1,0,0,0,2
Archetypes,social_media," 35,35,000 ",1,NY,New York,1,2011/1/1,1,2011-Q1,0,0,0,0,0,0,0,0
Architexa,hardware&software," 1,35,000 ",1,MA,Cambridge,1,2007/1/1,1,2007-Q1,1,0,0,0,0,0,5,5
Architizer,finance," 35,08,711 ",1,NY,New York,3,2009/11/1,11,2009-Q4,1,0,0,0,0,0,5,5
Arcot Systems,security," 4,20,00,000 ",1,CA,Sunnyvale,3,1997/1/1,1,1997-Q1,1,0,1,1,0,0,8,11
ArcSight,security," 2,69,14,000 ",1,CA,Palo Alto,3,2000/1/1,1,2000-Q1,1,0,1,1,1,0,0,6
Arctic Sand Technologies,hardware&software," 1,62,00,000 ",1,MA,Cambridge,2,2010/1/1,1,2010-Q1,1,0,1,0,0,0,2,3
Arden Reed,e-commerce,"40,000",1,NY,New York,1,2011/7/1,7,2011-Q3,0,0,0,0,0,0,1,1
Ardian,health&medical," 6,40,80,000 ",1,CA,Mountain View,3,2003/1/1,1,2003-Q1,1,0,1,1,1,0,2,6
Ardica Technologies,hardware&software," 18,75,000 ",1,CA,San Francisco,1,2004/1/1,1,2004-Q1,1,0,0,0,0,0,8,8
Arena Pharmaceuticals,biotechnology," 22,02,60,000 ",1,CA,San Diego,3,1977/1/1,1,1977-Q1,0,0,0,0,0,0,32,35
Arganteal,analytics," 6,11,076 ",1,TX,Austin,1,2012/1/1,1,2012-Q1,1,0,0,0,0,0,1,1
Argyle Data,hardware&software," 2,09,95,129 ",1,CA,San Mateo,7,2009/1/1,1,2009-Q1,1,0,1,1,1,1,1,5
Aria Glassworks,hardware&software," 17,50,000 ",0,CA,Mountain View,1,2010/1/1,1,2010-Q1,1,0,1,0,0,0,1,1
Aria Retirement Solutions,finance," 46,50,000 ",1,CA,San Francisco,2,2011/1/1,1,2011-Q1,1,0,0,0,0,0,1,2
Aria Systems,hardware&software," 8,12,00,000 ",1,CA,San Francisco,4,2003/1/1,1,2003-Q1,1,0,1,1,1,1,4,10
ARIO Data Networks,hardware&software," 1,30,50,000 ",1,CA,San Jose,2,2000/1/1,1,2000-Q1,1,0,0,0,0,0,5,6
Arkadium,games," 50,25,000 ",1,NY,New York,2,2001/1/1,1,2001-Q1,1,0,1,0,0,0,1,12
Armor5,mobile," 20,00,000 ",1,CA,Santa Clara,1,2011/1/1,1,2011-Q1,0,0,0,0,0,0,2,2
Armorize Technologies,web," 9,55,000 ",1,CA,San Francisco,2,2005/1/1,1,2005-Q1,1,0,1,0,0,0,1,4
AroundWire,social_media," 25,00,000 ",1,CA,Los Angeles,1,2010/1/1,1,2010-Q1,1,0,0,0,0,0,3,3
Arpeggi,biotechnology," 1,95,000 ",1,TX,Austin,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,1,1
Array Health Solutions,hardware&software," 1,34,25,000 ",1,WA,Seattle,5,2006/1/1,1,2006-Q1,1,0,1,0,0,0,2,8
ArrayComm,hardware&software," 3,00,00,000 ",1,CA,San Jose,1,1992/1/1,1,1992-Q1,1,0,0,0,0,0,15,15
Arrayit,hardware&software," 10,00,000 ",1,CA,Sunnyvale,1,1993/1/1,1,1993-Q1,1,0,0,0,0,0,20,20
Artax Biopharma,biotechnology," 32,76,082 ",1,MA,Cambridge,2,2013/1/1,1,2013-Q1,1,0,0,0,0,0,0,1
ArtBinder,hardware&software," 32,00,000 ",1,NY,New York,1,2010/1/1,1,2010-Q1,1,0,1,0,0,0,4,4
Arteaus Therapeutics,biotechnology," 3,00,00,000 ",1,MA,Cambridge,2,2011/1/1,1,2011-Q1,1,0,0,0,0,0,0,1
Arteris,hardware&software," 2,81,00,000 ",1,CA,Sunnyvale,3,2003/1/1,1,2003-Q1,1,0,0,1,1,1,4,6
Artillery,games," 25,00,000 ",1,CA,Palo Alto,1,2011/12/30,12,2011-Q4,1,0,0,0,0,0,1,1
Artimi,semiconductors," 3,15,00,000 ",1,CA,Mountain View,1,2002/1/1,1,2002-Q1,1,0,0,1,0,0,5,5
Artsicle,art&music," 3,90,000 ",1,NY,New York,1,2010/8/1,8,2010-Q3,0,0,0,0,0,0,1,1
ARTtwo50,art&music," 1,45,000 ",1,CA,San Francisco,2,2012/9/1,9,2012-Q3,0,0,0,0,0,0,0,1
Aruba Networks,hardware&software," 3,00,00,000 ",1,CA,Sunnyvale,1,2002/1/1,1,2002-Q1,1,0,0,0,0,1,4,4
Ascendify,hardware&software," 10,00,000 ",1,CA,San Francisco,1,2012/6/1,6,2012-Q2,0,0,0,0,0,0,1,1
Asempra Technologies,hardware&software," 2,00,00,000 ",1,CA,Santa Clara,1,2003/1/1,1,2003-Q1,1,0,0,1,0,0,3,3
aSmallWorld,social_media," 56,00,000 ",1,NY,New York,2,2004/3/1,3,2004-Q1,1,0,0,0,0,0,2,6
Asoka,hardware&software," 70,00,000 ",1,CA,Santa Clara,1,2001/1/1,1,2001-Q1,1,0,0,0,0,0,6,6
Assembly,hardware&software," 29,00,000 ",1,CA,San Francisco,2,2013/1/1,1,2013-Q1,1,0,0,0,0,0,0,1
AssetAvenue,finance," 30,00,000 ",1,CA,Los Angeles,1,2013/12/1,12,2013-Q4,0,0,0,0,0,0,1,1
Assured Labor,web," 70,00,000 ",1,NY,New York,3,2008/5/1,5,2008-Q2,1,0,1,0,0,0,2,5
Asteres,biotechnology," 80,00,000 ",1,CA,San Diego,4,2003/1/1,1,2003-Q1,1,0,0,0,1,0,0,5
Asterias Biotherapeutics,biotechnology," 1,25,00,000 ",1,CA,Menlo Park,1,2012/1/1,1,2012-Q1,1,0,0,1,0,0,2,2
Asthmatx,health&medical," 5,00,00,000 ",1,CA,Sunnyvale,1,2003/1/1,1,2003-Q1,1,0,0,0,0,0,4,4
Astrid,hardware&software," 19,00,000 ",1,CA,San Francisco,2,2008/1/1,1,2008-Q1,0,0,0,0,0,0,3,4
Astute Medical,biotechnology," 10,61,34,083 ",1,CA,San Diego,6,2007/1/1,1,2007-Q1,1,0,1,1,1,0,1,7
Astute Networks,hardware&software," 2,22,09,289 ",1,CA,San Diego,4,2000/1/1,1,2000-Q1,1,0,0,1,0,0,9,13
Asuragen,biotechnology," 8,00,00,000 ",1,TX,Austin,4,2006/1/1,1,2006-Q1,1,0,1,1,0,0,0,7
Asure Software,hardware&software," 32,00,000 ",1,TX,Austin,1,1985/1/1,1,1985-Q1,0,0,0,0,0,0,26,26
Atari,games," 72,60,000 ",1,NY,New York,1,1972/1/1,1,1972-Q1,1,0,0,0,0,0,33,33
Atempo,hardware&software," 2,96,60,000 ",1,CA,Palo Alto,2,1992/1/1,1,1992-Q1,1,0,1,1,0,0,14,15
Atheer Labs,hardware&software," 15,73,497 ",1,CA,Mountain View,3,2011/1/1,1,2011-Q1,1,0,1,0,0,0,2,3
Athena Design Systems,hardware&software," 40,00,000 ",0,CA,Santa Clara,1,2003/1/1,1,2003-Q1,1,0,0,1,0,0,4,4
AtheroMed,health&medical," 3,76,73,932 ",1,CA,Menlo Park,6,2006/1/1,1,2006-Q1,1,0,0,0,0,1,3,7
Athletic Standard,web," 1,00,000 ",1,MA,Cambridge,1,2010/12/1,12,2010-Q4,0,0,0,0,0,0,1,1
atHomestars,advertising," 3,00,000 ",0,NY,New York,1,2011/9/1,9,2011-Q3,0,0,0,0,0,0,2,2
AtlanteTrek,art&music,"50,000",0,WA,Seattle,1,2009/12/1,12,2009-Q4,0,0,0,0,0,0,2,2
Atlantis Computing,hardware&software," 3,00,00,000 ",1,CA,Mountain View,2,2006/1/1,1,2006-Q1,1,0,0,0,1,1,4,7
Atlas5D,hardware&software," 1,52,500 ",1,MA,Cambridge,1,2012/1/3,1,2012-Q1,0,0,0,0,0,0,1,1
Atomic Moguls,games," 10,50,000 ",1,WA,Seattle,1,2007/1/1,1,2007-Q1,1,0,1,0,0,0,0,0
Atossa Genetics,biotechnology," 76,00,000 ",1,WA,Seattle,2,2009/1/1,1,2009-Q1,1,0,0,0,0,0,2,4
Atrenta,hardware&software," 3,30,41,484 ",1,CA,San Jose,4,2001/1/1,1,2001-Q1,1,0,0,0,0,1,4,12
Atrica,web," 2,22,00,000 ",0,CA,Santa Clara,1,2000/1/1,1,2000-Q1,1,0,0,0,0,0,6,6
Attachments.me,hardware&software," 25,00,000 ",1,CA,San Francisco,2,2011/1/1,1,2011-Q1,1,0,1,0,0,0,0,1
Attendify,mobile," 2,00,000 ",1,CA,San Francisco,1,2011/1/1,1,2011-Q1,0,0,0,0,0,0,2,2
Attenex,hardware&software," 50,00,000 ",1,WA,Seattle,1,2000/1/1,1,2000-Q1,1,0,0,1,0,0,5,5
Attune Foods,health&medical," 50,00,000 ",1,CA,San Francisco,1,2006/1/1,1,2006-Q1,1,0,0,0,1,0,3,3
Attune Systems,hardware&software," 1,80,00,000 ",0,CA,Santa Clara,2,1999/1/1,1,1999-Q1,1,0,0,1,0,0,7,7
aTyr Pharma,biotechnology," 10,45,00,000 ",1,CA,San Diego,5,2005/1/1,1,2005-Q1,1,0,0,1,1,1,2,8
Audentes Therapeutics,biotechnology," 7,25,00,000 ",1,CA,San Francisco,2,2013/1/1,1,2013-Q1,1,0,1,1,0,0,0,1
Audicus,health&medical," 15,74,000 ",1,NY,New York,1,2011/1/1,1,2011-Q1,0,0,0,0,0,0,3,3
Audingo,hardware&software," 1,00,000 ",1,TX,Austin,1,2010/11/1,11,2010-Q4,1,0,0,0,0,0,2,2
Audiodraft,art&music," 4,00,000 ",1,CA,San Francisco,1,2010/1/1,1,2010-Q1,1,0,0,0,0,0,3,3
AudioTag,advertising," 3,30,000 ",1,CA,San Francisco,1,2011/6/1,6,2011-Q2,0,0,0,0,0,0,1,1
Audiotoniq,hardware&software," 14,50,000 ",1,TX,Austin,1,2009/1/1,1,2009-Q1,1,0,0,0,0,0,2,2
Augmedix,health&medical," 73,00,000 ",1,CA,San Francisco,1,2012/1/1,1,2012-Q1,1,0,0,0,0,0,2,2
Augmentix,hardware&software," 85,90,000 ",1,TX,Austin,1,2003/1/1,1,2003-Q1,1,0,0,1,0,0,2,2
Aunt Bertha,hardware&software," 10,00,000 ",1,TX,Austin,1,2010/1/1,1,2010-Q1,1,0,0,0,0,0,3,3
Aura Biosciences,biotechnology," 1,29,61,728 ",1,MA,Cambridge,5,2007/1/1,1,2007-Q1,1,0,1,0,0,0,3,7
Aurigo Software,hardware&software," 63,20,281 ",1,TX,Austin,1,2003/1/1,1,2003-Q1,1,0,0,0,0,0,10,10
Austin Logistics Incorporated,analytics," 80,00,000 ",1,TX,Austin,1,1992/1/1,1,1992-Q1,1,0,0,1,0,0,13,13
Auth0,security," 24,00,000 ",1,WA,Seattle,1,2013/2/1,2,2013-Q1,0,0,0,0,0,0,1,1
Authentic Response,hardware&software," 30,73,977 ",1,NY,New York,2,1998/1/1,1,1998-Q1,1,0,0,0,0,0,11,12
Authenticlick,analytics," 50,00,000 ",0,CA,Los Angeles,1,2005/8/5,8,2005-Q3,1,0,1,0,0,0,1,1
AuthorBee,advertising," 7,50,000 ",1,NY,New York,1,2012/12/1,12,2012-Q4,0,1,0,0,0,0,1,1
Authy,security," 37,50,000 ",1,CA,San Francisco,2,2012/1/5,1,2012-Q1,0,0,0,0,0,0,0,2
autoGraph,mobile," 47,00,000 ",1,WA,Seattle,3,2011/3/21,3,2011-Q1,0,1,0,0,0,0,1,2
Automattic,web," 31,73,00,000 ",1,CA,San Francisco,5,2005/7/1,7,2005-Q3,1,0,1,1,1,0,0,9
Autonomic Technologies,health&medical," 5,50,00,000 ",1,CA,San Francisco,3,2007/1/1,1,2007-Q1,1,0,1,1,1,0,1,4
Auxogyn,health&medical," 4,40,25,440 ",1,CA,Menlo Park,4,2008/1/1,1,2008-Q1,1,0,1,1,0,0,4,5
Avaak,mobile," 1,70,00,000 ",1,CA,San Diego,2,2004/1/1,1,2004-Q1,1,0,1,1,0,0,4,6
Availigent,hardware&software," 1,22,00,000 ",1,CA,San Jose,1,1998/1/1,1,1998-Q1,1,0,0,1,0,0,8,8
Avalanche Biotech,biotechnology," 7,06,53,885 ",1,CA,Menlo Park,3,2006/1/1,1,2006-Q1,1,0,0,1,0,0,7,8
Avantis Medical Systems,health&medical," 4,97,61,910 ",1,CA,Sunnyvale,10,2004/1/1,1,2004-Q1,1,0,0,1,0,0,2,10
Avega Systems,hardware&software," 95,00,000 ",0,CA,Mountain View,2,2005/1/1,1,2005-Q1,1,0,0,1,0,0,2,5
Avenace Incorporated,mobile," 1,25,000 ",1,WA,Seattle,2,2010/1/1,1,2010-Q1,1,0,0,0,0,0,2,4
Avenda Systems,security," 50,00,000 ",1,CA,Santa Clara,1,2006/1/1,1,2006-Q1,1,0,0,1,0,0,2,2
Averail,mobile," 62,50,000 ",1,CA,San Jose,2,2011/1/1,1,2011-Q1,1,0,1,0,0,0,0,1
Aviacomm,semiconductors," 5,00,000 ",1,CA,Santa Clara,1,2009/1/1,1,2009-Q1,0,0,0,0,0,0,4,4
AviantLogic,social_media," 3,00,000 ",1,NY,New York,1,2013/9/9,9,2013-Q3,0,0,0,0,0,0,1,1
Avidbank Holdings,finance," 1,60,00,000 ",1,CA,Palo Alto,1,2003/1/1,1,2003-Q1,1,0,0,0,0,0,10,10
Avidia,biotechnology," 7,23,00,000 ",1,CA,Mountain View,2,2003/1/1,1,2003-Q1,1,0,0,1,1,0,2,3
Avistar Communications,social_media," 30,00,000 ",1,CA,San Mateo,1,1995/1/1,1,1995-Q1,0,0,0,0,0,0,16,16
Avogy,semiconductors," 4,00,00,000 ",1,CA,San Jose,1,2010/1/1,1,2010-Q1,1,0,0,1,0,0,4,4
Avolent,hardware&software," 90,00,000 ",1,CA,San Francisco,1,1995/1/1,1,1995-Q1,1,0,0,0,0,0,11,11
avVenta,advertising," 2,00,00,000 ",1,NY,New York,1,2005/1/1,1,2005-Q1,1,0,1,0,0,0,4,4
Awarepoint,hardware&software," 6,00,00,000 ",1,CA,San Diego,4,2002/1/1,1,2002-Q1,1,0,0,0,0,0,8,10
awe.sm,analytics," 52,50,000 ",1,CA,San Francisco,2,2009/2/6,2,2009-Q1,1,0,0,0,0,0,1,2
AwesomenessTV,games," 35,00,000 ",1,CA,Los Angeles,1,2012/6/21,6,2012-Q2,1,0,1,0,0,0,0,0
Axial,hardware&software," 85,00,000 ",1,NY,New York,3,2009/1/1,1,2009-Q1,1,0,1,0,0,0,1,5
Axsome Therapeutics,biotechnology," 32,10,000 ",1,NY,New York,2,2012/1/1,1,2012-Q1,0,0,0,0,0,0,1,2
Ayla,e-commerce," 1,70,000 ",1,CA,San Francisco,1,2010/1/1,1,2010-Q1,0,0,0,0,0,0,1,1
Ayla Networks,hardware&software," 2,54,00,000 ",1,CA,Sunnyvale,3,2010/1/1,1,2010-Q1,1,0,1,1,0,0,2,4
Azaire Networks,mobile," 2,10,00,000 ",0,CA,Santa Clara,1,2003/1/1,1,2003-Q1,1,0,0,0,1,0,3,3
Azaleos,mobile," 1,50,00,297 ",1,WA,Seattle,2,2004/5/11,5,2004-Q2,1,0,0,0,1,0,3,5
Azingo,mobile," 8,00,00,000 ",0,CA,Sunnyvale,2,2005/1/1,1,2005-Q1,1,0,1,1,0,0,1,3
Azul Systems,hardware&software," 8,22,30,000 ",1,CA,Sunnyvale,2,2002/1/1,1,2002-Q1,1,0,0,0,0,0,3,5
Azumio,hardware&software," 25,00,000 ",1,CA,Palo Alto,2,2011/1/1,1,2011-Q1,1,0,1,0,0,0,0,3
Azuro,semiconductors," 1,19,99,999 ",1,CA,Santa Clara,3,2002/1/1,1,2002-Q1,1,0,0,1,0,0,4,7
B-hive Networks,web," 75,00,000 ",1,CA,San Mateo,2,2005/1/1,1,2005-Q1,1,0,1,0,0,0,0,1
B-Side Entertainment,games," 73,50,000 ",0,NY,New York,2,2005/4/7,4,2005-Q2,1,0,1,1,0,0,1,3
BA Insight,hardware&software," 1,45,00,000 ",1,NY,New York,3,2004/1/1,1,2004-Q1,1,0,1,0,0,0,6,9
BabyFirstTV,games," 20,00,000 ",1,CA,Los Angeles,1,2004/1/1,1,2004-Q1,1,0,0,0,0,0,9,9
BabyList,e-commerce," 6,20,000 ",1,CA,San Francisco,2,2011/2/5,2,2011-Q1,0,0,0,0,0,0,1,2
Bacchus Vascular,health&medical," 65,00,000 ",1,CA,Santa Clara,1,1999/1/1,1,1999-Q1,1,0,0,0,0,0,8,8
Backblaze,hardware&software," 53,00,001 ",1,CA,Palo Alto,2,2007/2/1,2,2007-Q1,1,0,1,0,0,0,2,5
Backchat,social_media," 2,00,000 ",1,CA,Los Angeles,1,2013/1/23,1,2013-Q1,0,0,0,0,0,0,0,0
